trial_number,label,channel3_mean,channel3_std,channel3_var,channel3_min,channel3_max,channel3_range,channel3_skewness,channel3_kurtosis,channel3_zero_crossing_rate,channel3_signal_energy,channel3_delta_power,channel3_theta_power,channel3_alpha_power,channel3_mu_power,channel3_beta_power,channel3_gamma_power,channel4_mean,channel4_std,channel4_var,channel4_min,channel4_max,channel4_range,channel4_skewness,channel4_kurtosis,channel4_zero_crossing_rate,channel4_signal_energy,channel4_delta_power,channel4_theta_power,channel4_alpha_power,channel4_mu_power,channel4_beta_power,channel4_gamma_power
0,0,1.0,1.0,1.0000000000000002,1.0,1.0,1.0,0.6299533180360487,0.0009498547459038612,0.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,0.34312154014189467,0.030496626782659065,0.0,1.0,1.0,0.0,0.0,0.9999999999999999,0.14891695032082236,0.0026311210549645964,0.0,0.9999999999999999,1.0,1.0,1.0,1.0000000000000002,0.6596380666367583,0.08697252506163838
1,0,0.25479631750402365,0.4977675316478564,0.24815197358127342,0.4993665000716224,0.3044990231232553,0.41523988272747747,0.6427732690332507,0.001248515275764005,0.0,0.0664654883405993,0.05345388555092511,0.22649811579700038,0.33426378845923704,0.3453837844979082,0.07938686254869111,0.009585735113546733,0.7495799676627509,0.49899532581309813,0.24924911874201897,0.6942948415588677,0.5050880598429008,0.414689792059829,0.1314914168012872,0.0029295242138374688,0.0,0.06582579286531053,0.052077704268194684,0.2534329613509883,0.2822616637782183,0.28636184584827706,0.13121237748902273,0.008933574539470404
2,0,0.0,0.07425919062236087,0.005618772478619763,0.4199076186602909,0.013692885363222215,0.06412948500368039,0.6865526255818338,0.008517701900995838,0.023255813953487945,0.0019597362031665206,0.0030537206583863205,0.03624477281854157,0.287265413030238,0.2952811987224385,0.11043310265172723,0.00255900043475243,0.9999999999999999,0.06782188034762432,0.0046637337142861595,0.9837383721937141,0.5786801990278385,0.0592002778372646,0.07675921375499513,0.009865747690150736,0.02380952380952336,0.0016164795628671566,0.002457087630796191,0.005888099291012184,0.005100590268450896,0.004820773253070013,0.02042044656801378,0.003033236160488109
3,0,0.009510940865336957,0.0464220556481375,0.0022221985359757996,0.42732157501223267,0.0,0.038439787267685044,0.6216394905596548,5.091881700336996e-05,0.0,0.001039111556707002,0.001031165412137913,0.0025201647977058234,0.06218498231248604,0.060832976479811215,0.019226984012730108,0.004916392313771922,0.992218168846469,0.038313820144967585,0.0015052050864359438,1.0,0.5728277482348249,0.03109973741269121,0.1660497120950873,0.0018031959070127536,0.0,0.0008769506813905073,0.0008613733056253896,0.0016012830441779113,0.001617250756147728,0.00125751259777111,0.010706543864504828,0.0021666174179778893
4,0,0.03952121188331662,0.015734238278566633,0.0002710728903434683,0.4484630696495512,0.006376199694894627,0.030213519438695543,0.4688371284117674,0.08648440088482502,0.06976744186046471,2.1930465515206662e-05,1.6173578702616805e-05,0.0016303916865547598,0.046522781886247117,0.047870294717639136,0.021873007439385243,0.01236903397177868,0.9663635602922724,0.011202485726536756,0.0001366960555225601,0.993587035728219,0.5346013065222026,0.009191173634867333,0.23581885317602286,0.007575941210210238,0.07142857142857098,1.3957483397512045e-05,6.318943995638369e-06,0.0006630327292483664,0.001260894824954794,0.0008692627036024652,0.0,0.01816704893662168
5,0,0.0391472700481791,0.003929868992109309,2.1385428744777494e-05,0.4789355131907671,0.005616841004011287,0.0041118189594086,0.6770122805671969,0.01114827229087601,0.209302325581395,1.5544786022005234e-06,1.2388816281635241e-06,0.004195778883051648,0.021513276827041967,0.029753617686710327,0.01742698175772124,0.001987221722666864,0.9643850361577698,0.0006305320834532093,1.034723859120517e-06,0.993685819065019,0.5241131744732614,0.0005132792901927331,0.1855519501265911,0.003835083661073814,0.02380952380952336,3.309568402878369e-08,1.367684516600391e-07,0.00012236224189031666,0.0014338729700508947,0.0017330232360815876,0.023264884676218987,0.05033954825667989
6,0,0.038493082353422914,0.002232875521758107,8.367363089025202e-06,0.4787241796574634,0.004252382687692795,0.0023318511651758203,0.6144763520331826,0.006856639657413134,0.2790697674418606,5.822574050173873e-07,2.267186778391361e-06,0.006638883525682449,0.04811493213258601,0.04821528657178312,0.018715958899000434,0.005127109829146714,0.9649062260511482,1.0251641155520352e-05,1.0470817066661876e-08,0.9941554745435675,0.5243106604233306,0.0,0.16863351961859993,0.006172156450467432,0.0,0.0,1.0032699222762252e-07,3.49773847737893e-05,0.002061332146069319,0.0020761897094212175,0.005362425119665653,0.00794702222077664
7,0,0.03942823261631016,0.0014984852592840406,4.516544108406644e-06,0.4801316628496073,0.004538557223291937,0.001586167567263786,0.6268281480207207,0.0059513711944555086,0.2790697674418606,4.3235417986521583e-07,1.0144137464993307e-06,0.0026026386588819637,0.15908370380199027,0.15925122289880808,0.012236600171401171,0.0018457532188879498,0.9650033666935881,0.0,0.0,0.994197684979263,0.5243869116681291,1.4828427957910796e-06,0.1473728380987996,0.004877647795255712,0.0,6.78523560007605e-08,8.086205556531441e-08,2.3167112394356958e-05,0.00032501467956666367,0.0,0.0002116450643602167,0.0
8,0,0.03895077006466606,0.0038983550058797334,2.109127076325366e-05,0.4679411879812576,0.005706995115300775,0.013266031226787583,0.3112254066860352,0.31044196273458025,0.8604651162790697,1.4627767299773201e-06,0.0,0.0007753255341569606,0.045541751972560295,0.050773466778525345,0.04170982257568685,0.050320606942210716,0.9642481564965376,0.0007227452805276549,1.2526280083163332e-06,0.9935490748968638,0.5243195747110849,0.000877508991771419,0.2351762011571141,0.01363483661851101,0.16666666666666619,1.2699526812365622e-07,2.0872370593695897e-07,3.350497674806852e-05,0.0017936943880814478,0.001399661499470818,0.003889428195230941,0.0069574895712433
9,0,0.04037013815631264,0.0041136207123642615,2.31401002214904e-05,0.4768924210551378,0.007875716468177835,0.00902293156240559,0.61621254067564,0.02313578574048116,0.11627906976744148,3.852301595174401e-06,7.094028026242049e-06,0.001518151064148775,0.01693760233074197,0.015451510906950659,0.03614080516129355,0.05719685529043497,0.9629767704391293,0.004249547528948571,2.233727474105806e-05,0.9919520195855682,0.5243182589590191,0.003168397633527762,0.14174932867066198,0.0011711027937994188,0.02380952380952336,4.302882949210804e-06,1.43429027548642e-05,0.002033169071658281,0.01161793704631231,0.011626100968441943,0.04192135769612738,0.028567718952132615
